timestamp,machine_id,dataset,sampler,reduction_level,seed,classifier,actual_reduction,dataset_size,per_class_counts,sample_time,train_time,inference_time,macro_f1,weighted_f1,accuracy,balanced_accuracy,per_class_f1,per_class_precision,per_class_recall,confusion_matrix,class_labels,status
2026-04-19T06:00:00.043935,DTFC4CEA193821,CICIDS2017,ClusterCentroids,0.25,45,RandomForest,0.24999931675881312,365902,"{""BENIGN"": 97933, ""Bot"": 517, ""Brute Force"": 4867, ""DDoS"": 66586, ""DoS"": 97933, ""PortScan"": 97933, ""Web Attack"": 133}",9031.032795667648,1.261986255645752,0.5625021457672119,0.9811977660138352,0.9930586034779251,0.9929200351367767,0.9771913656104232,"{""BENIGN"": 0.9955145443928775, ""Bot"": 0.9931972789115646, ""Brute Force"": 0.9995203836930455, ""DDoS"": 1.0, ""DoS"": 0.999893277449525, ""PortScan"": 0.9557305757630413, ""Web Attack"": 0.9245283018867925}","{""BENIGN"": 0.9999350576870389, ""Bot"": 0.9954545454545455, ""Brute Force"": 1.0, ""DDoS"": 1.0, ""DoS"": 0.9998641752527311, ""PortScan"": 0.9155132364515943, ""Web Attack"": 1.0}","{""BENIGN"": 0.9911329434886074, ""Bot"": 0.9909502262443439, ""Brute Force"": 0.9990412272291467, ""DDoS"": 1.0, ""DoS"": 0.9999223813404743, ""PortScan"": 0.9996436581633723, ""Web Attack"": 0.8596491228070176}","[[492713, 1, 0, 0, 6, 4401, 0], [2, 219, 0, 0, 0, 0, 0], [2, 0, 2084, 0, 0, 0, 0], [0, 0, 0, 28537, 0, 0, 0], [4, 0, 0, 0, 51530, 0, 0], [17, 0, 0, 0, 0, 47690, 0], [7, 0, 0, 0, 1, 0, 49]]","[""BENIGN"", ""Bot"", ""Brute Force"", ""DDoS"", ""DoS"", ""PortScan"", ""Web Attack""]",ok
2026-04-19T06:00:03.871044,DTFC4CEA193821,CICIDS2017,ClusterCentroids,0.25,45,LogisticRegression,0.24999931675881312,365902,"{""BENIGN"": 97933, ""Bot"": 517, ""Brute Force"": 4867, ""DDoS"": 66586, ""DoS"": 97933, ""PortScan"": 97933, ""Web Attack"": 133}",9031.032795667648,0.37403178215026855,0.030939102172851562,0.6217261752513271,0.9506767075338175,0.9468197550309838,0.7043404644546781,"{""BENIGN"": 0.9661710958888478, ""Bot"": 0.056, ""Brute Force"": 0.6270417422867514, ""DDoS"": 0.9367670728903196, ""DoS"": 0.9699462563784171, ""PortScan"": 0.7961570593149541, ""Web Attack"": 0.0}","{""BENIGN"": 0.9975300866718936, ""Bot"": 0.2413793103448276, ""Brute Force"": 0.45802032699955814, ""DDoS"": 0.8815728461467124, ""DoS"": 0.9698145417862962, ""PortScan"": 0.6618699040184463, ""Web Attack"": 0.0}","{""BENIGN"": 0.9367236548043635, ""Bot"": 0.03167420814479638, ""Brute Force"": 0.9937679769894535, ""DDoS"": 0.9993341977082384, ""DoS"": 0.9700780067528234, ""PortScan"": 0.9988052067830717, ""Web Attack"": 0.0}","[[465665, 22, 2427, 3297, 1516, 24194, 0], [214, 7, 0, 0, 0, 0, 0], [12, 0, 2073, 0, 0, 1, 0], [0, 0, 0, 28518, 14, 5, 0], [866, 0, 0, 533, 49992, 143, 0], [32, 0, 0, 1, 24, 47650, 0], [29, 0, 26, 0, 2, 0, 0]]","[""BENIGN"", ""Bot"", ""Brute Force"", ""DDoS"", ""DoS"", ""PortScan"", ""Web Attack""]",ok
2026-04-19T06:00:10.766812,DTFC4CEA193821,CICIDS2017,ClusterCentroids,0.25,45,XGBoost,0.24999931675881312,365902,"{""BENIGN"": 97933, ""Bot"": 517, ""Brute Force"": 4867, ""DDoS"": 66586, ""DoS"": 97933, ""PortScan"": 97933, ""Web Attack"": 133}",9031.032795667648,3.1836681365966797,0.16960978507995605,0.983654026146535,0.9930367790844227,0.9928977159500879,0.9910562743924404,"{""BENIGN"": 0.9955003283325756, ""Bot"": 0.9714285714285714, ""Brute Force"": 0.9988023952095808, ""DDoS"": 0.9999824785800642, ""DoS"": 0.9999126832439145, ""PortScan"": 0.9556660119453241, ""Web Attack"": 0.9642857142857143}","{""BENIGN"": 0.9999370850913991, ""Bot"": 0.9444444444444444, ""Brute Force"": 0.9980852082336046, ""DDoS"": 1.0, ""DoS"": 0.999864180523487, ""PortScan"": 0.9155354159866362, ""Web Attack"": 0.9818181818181818}","{""BENIGN"": 0.9911027697482102, ""Bot"": 1.0, ""Brute Force"": 0.9995206136145733, ""DDoS"": 0.9999649577741178, ""DoS"": 0.9999611906702371, ""PortScan"": 0.9994759678873122, ""Web Attack"": 0.9473684210526315}","[[492698, 13, 4, 0, 6, 4399, 1], [0, 221, 0, 0, 0, 0, 0], [1, 0, 2085, 0, 0, 0, 0], [1, 0, 0, 28536, 0, 0, 0], [2, 0, 0, 0, 51532, 0, 0], [25, 0, 0, 0, 0, 47682, 0], [2, 0, 0, 0, 1, 0, 54]]","[""BENIGN"", ""Bot"", ""Brute Force"", ""DDoS"", ""DoS"", ""PortScan"", ""Web Attack""]",ok
2026-04-19T06:00:16.827113,DTFC4CEA193821,CICIDS2017,ClusterCentroids,0.25,45,SGD,0.24999931675881312,365902,"{""BENIGN"": 97933, ""Bot"": 517, ""Brute Force"": 4867, ""DDoS"": 66586, ""DoS"": 97933, ""PortScan"": 97933, ""Web Attack"": 133}",9031.032795667648,3.209242582321167,0.05109548568725586,0.6675250601615961,0.9737882324241244,0.9719878264778888,0.7058071249654111,"{""BENIGN"": 0.9822435635472007, ""Bot"": 0.017716535433070866, ""Brute Force"": 0.8197806745292778, ""DDoS"": 0.9948066935949221, ""DoS"": 0.9874415264271433, ""PortScan"": 0.870686427599558, ""Web Attack"": 0.0}","{""BENIGN"": 0.997988286805113, ""Bot"": 0.011320754716981131, ""Brute Force"": 0.7211503458318165, ""DDoS"": 0.9928102750244311, ""DoS"": 0.9877291084187636, ""PortScan"": 0.7713989838516553, ""Web Attack"": 0.0}","{""BENIGN"": 0.9669879164227623, ""Bot"": 0.04072398190045249, ""Brute Force"": 0.9496644295302014, ""DDoS"": 0.9968111574447209, ""DoS"": 0.9871541118484883, ""PortScan"": 0.9993082776112521, ""Web Attack"": 0.0}","[[480710, 786, 766, 166, 628, 13981, 84], [212, 9, 0, 0, 0, 0, 0], [101, 0, 1981, 0, 0, 4, 0], [89, 0, 0, 28446, 2, 0, 0], [479, 0, 0, 40, 50872, 143, 0], [32, 0, 0, 0, 1, 47674, 0], [56, 0, 0, 0, 1, 0, 0]]","[""BENIGN"", ""Bot"", ""Brute Force"", ""DDoS"", ""DoS"", ""PortScan"", ""Web Attack""]",ok
2026-04-19T06:00:33.789874,DTFC4CEA193821,CICIDS2017,ClusterCentroids,0.25,45,MLP,0.24999931675881312,365902,"{""BENIGN"": 97933, ""Bot"": 517, ""Brute Force"": 4867, ""DDoS"": 66586, ""DoS"": 97933, ""PortScan"": 97933, ""Web Attack"": 133}",9031.032795667648,13.333073616027832,0.1695711612701416,0.9699078417764131,0.9926805915259339,0.9925374205078252,0.9746854325973453,"{""BENIGN"": 0.9952720395693919, ""Bot"": 0.9629629629629629, ""Brute Force"": 0.9983225497244189, ""DDoS"": 0.9999824791940429, ""DoS"": 0.9990587915659962, ""PortScan"": 0.9544457245904924, ""Web Attack"": 0.8793103448275862}","{""BENIGN"": 0.9997016651952876, ""Bot"": 0.985781990521327, ""Brute Force"": 0.9980833732630571, ""DDoS"": 0.9999649590020324, ""DoS"": 0.9991460456089277, ""PortScan"": 0.9141398633607124, ""Web Attack"": 0.864406779661017}","{""BENIGN"": 0.990881495651964, ""Bot"": 0.9411764705882353, ""Brute Force"": 0.99856184084372, ""DDoS"": 1.0, ""DoS"": 0.9989715527612838, ""PortScan"": 0.9984698262309515, ""Web Attack"": 0.8947368421052632}","[[492588, 3, 4, 1, 43, 4474, 8], [13, 208, 0, 0, 0, 0, 0], [3, 0, 2083, 0, 0, 0, 0], [0, 0, 0, 28537, 0, 0, 0], [53, 0, 0, 0, 51481, 0, 0], [73, 0, 0, 0, 0, 47634, 0], [5, 0, 0, 0, 1, 0, 51]]","[""BENIGN"", ""Bot"", ""Brute Force"", ""DDoS"", ""DoS"", ""PortScan"", ""Web Attack""]",ok
2026-04-19T08:33:17.093958,DTFC4CEA193821,CICIDS2017,ClusterCentroids,0.25,46,RandomForest,0.24999931675881312,365902,"{""BENIGN"": 97933, ""Bot"": 517, ""Brute Force"": 4867, ""DDoS"": 66586, ""DoS"": 97933, ""PortScan"": 97933, ""Web Attack"": 133}",9152.259230613708,1.2531468868255615,0.5654675960540771,0.9812028380332126,0.9931095908161388,0.9929774273311195,0.976298114806381,"{""BENIGN"": 0.9955527274012798, ""Bot"": 0.9931662870159453, ""Brute Force"": 0.9992804029743344, ""DDoS"": 0.9999649590020324, ""DoS"": 0.9999029766755928, ""PortScan"": 0.9560242112765125, ""Web Attack"": 0.9245283018867925}","{""BENIGN"": 0.9997910428382468, ""Bot"": 1.0, ""Brute Force"": 1.0, ""DDoS"": 0.9999299204597217, ""DoS"": 0.9999029766755928, ""PortScan"": 0.9172702057169273, ""Web Attack"": 1.0}","{""BENIGN"": 0.9913501944194673, ""Bot"": 0.9864253393665159, ""Brute Force"": 0.99856184084372, ""DDoS"": 1.0, ""DoS"": 0.9999029766755928, ""PortScan"": 0.9981973295323537, ""Web Attack"": 0.8596491228070176}","[[492821, 0, 0, 2, 3, 4295, 0], [3, 218, 0, 0, 0, 0, 0], [3, 0, 2083, 0, 0, 0, 0], [0, 0, 0, 28537, 0, 0, 0], [5, 0, 0, 0, 51529, 0, 0], [85, 0, 0, 0, 1, 47621, 0], [7, 0, 0, 0, 1, 0, 49]]","[""BENIGN"", ""Bot"", ""Brute Force"", ""DDoS"", ""DoS"", ""PortScan"", ""Web Attack""]",ok
2026-04-19T08:33:20.940109,DTFC4CEA193821,CICIDS2017,ClusterCentroids,0.25,46,LogisticRegression,0.24999931675881312,365902,"{""BENIGN"": 97933, ""Bot"": 517, ""Brute Force"": 4867, ""DDoS"": 66586, ""DoS"": 97933, ""PortScan"": 97933, ""Web Attack"": 133}",9152.259230613708,0.3739504814147949,0.032000064849853516,0.6204237430990994,0.9474683747215668,0.9429633184166769,0.6999487600663171,"{""BENIGN"": 0.9636379147826702, ""Bot"": 0.01680672268907563, ""Brute Force"": 0.659414493681011, ""DDoS"": 0.9764917387209999, ""DoS"": 0.9537956612883337, ""PortScan"": 0.7728196705316053, ""Web Attack"": 0.0}","{""BENIGN"": 0.9979807992759323, ""Bot"": 0.11764705882352941, ""Brute Force"": 0.49483793517406965, ""DDoS"": 0.9547341636534084, ""DoS"": 0.9329547774128301, ""PortScan"": 0.631291595265612, ""Web Attack"": 0.0}","{""BENIGN"": 0.9315800378579863, ""Bot"": 0.00904977375565611, ""Brute Force"": 0.9880153403643337, ""DDoS"": 0.999264113256474, ""DoS"": 0.9755889315791516, ""PortScan"": 0.9961431236506173, ""Web Attack"": 0.0}","[[463108, 15, 2074, 777, 3571, 27576, 0], [219, 2, 0, 0, 0, 0, 0], [16, 0, 2061, 0, 0, 9, 0], [0, 0, 0, 28516, 17, 4, 0], [516, 0, 0, 575, 50276, 167, 0], [160, 0, 0, 0, 24, 47523, 0], [26, 0, 30, 0, 1, 0, 0]]","[""BENIGN"", ""Bot"", ""Brute Force"", ""DDoS"", ""DoS"", ""PortScan"", ""Web Attack""]",ok
2026-04-19T08:33:27.658848,DTFC4CEA193821,CICIDS2017,ClusterCentroids,0.25,46,XGBoost,0.24999931675881312,365902,"{""BENIGN"": 97933, ""Bot"": 517, ""Brute Force"": 4867, ""DDoS"": 66586, ""DoS"": 97933, ""PortScan"": 97933, ""Web Attack"": 133}",9152.259230613708,3.033860445022583,0.1765885353088379,0.9725128858773243,0.9930450476336082,0.992910469771053,0.986959514585175,"{""BENIGN"": 0.9955100420510572, ""Bot"": 0.9439655172413793, ""Brute Force"": 0.99856184084372, ""DDoS"": 0.9999649565461172, ""DoS"": 0.9999126832439145, ""PortScan"": 0.9558820577668051, ""Web Attack"": 0.9137931034482759}","{""BENIGN"": 0.9998072498407276, ""Bot"": 0.9012345679012346, ""Brute Force"": 0.99856184084372, ""DDoS"": 1.0, ""DoS"": 0.999864180523487, ""PortScan"": 0.9169731395012997, ""Web Attack"": 0.8983050847457628}","{""BENIGN"": 0.9912496152848099, ""Bot"": 0.9909502262443439, ""Brute Force"": 0.99856184084372, ""DDoS"": 0.9999299155482356, ""DoS"": 0.9999611906702371, ""PortScan"": 0.9982392521013688, ""Web Attack"": 0.9298245614035088}","[[492771, 23, 3, 0, 6, 4312, 6], [2, 219, 0, 0, 0, 0, 0], [3, 0, 2083, 0, 0, 0, 0], [1, 1, 0, 28535, 0, 0, 0], [2, 0, 0, 0, 51532, 0, 0], [83, 0, 0, 0, 1, 47623, 0], [4, 0, 0, 0, 0, 0, 53]]","[""BENIGN"", ""Bot"", ""Brute Force"", ""DDoS"", ""DoS"", ""PortScan"", ""Web Attack""]",ok
2026-04-19T08:33:34.777507,DTFC4CEA193821,CICIDS2017,ClusterCentroids,0.25,46,SGD,0.24999931675881312,365902,"{""BENIGN"": 97933, ""Bot"": 517, ""Brute Force"": 4867, ""DDoS"": 66586, ""DoS"": 97933, ""PortScan"": 97933, ""Web Attack"": 133}",9152.259230613708,4.287920713424683,0.05353975296020508,0.6600440771399972,0.9721701530037115,0.9706311387727317,0.7034847149996166,"{""BENIGN"": 0.9814172848292971, ""Bot"": 0.05732484076433121, ""Brute Force"": 0.7378383494226766, ""DDoS"": 0.9945662619026819, ""DoS"": 0.9855044396889797, ""PortScan"": 0.863657363372014, ""Web Attack"": 0.0}","{""BENIGN"": 0.9980989107216027, ""Bot"": 0.0967741935483871, ""Brute Force"": 0.6096340319049108, ""DDoS"": 0.9917764304132692, ""DoS"": 0.9835520593749396, ""PortScan"": 0.7604811435134963, ""Web Attack"": 0.0}","{""BENIGN"": 0.9652841058816667, ""Bot"": 0.04072398190045249, ""Brute Force"": 0.9343240651965484, ""DDoS"": 0.9973718330588359, ""DoS"": 0.9874645864865914, ""PortScan"": 0.999224432473222, ""Web Attack"": 0.0}","[[479863, 84, 1229, 191, 833, 14846, 75], [212, 9, 0, 0, 0, 0, 0], [131, 0, 1949, 0, 0, 6, 0], [75, 0, 0, 28462, 0, 0, 0], [442, 0, 0, 42, 50888, 162, 0], [17, 0, 0, 3, 17, 47670, 0], [37, 0, 19, 0, 1, 0, 0]]","[""BENIGN"", ""Bot"", ""Brute Force"", ""DDoS"", ""DoS"", ""PortScan"", ""Web Attack""]",ok
2026-04-19T08:33:51.549481,DTFC4CEA193821,CICIDS2017,ClusterCentroids,0.25,46,MLP,0.24999931675881312,365902,"{""BENIGN"": 97933, ""Bot"": 517, ""Brute Force"": 4867, ""DDoS"": 66586, ""DoS"": 97933, ""PortScan"": 97933, ""Web Attack"": 133}",9152.259230613708,13.215009450912476,0.16002106666564941,0.97213213590033,0.9923558708919478,0.9921914731141482,0.9719678675155158,"{""BENIGN"": 0.9950506707417526, ""Bot"": 0.9733333333333334, ""Brute Force"": 0.9983225497244189, ""DDoS"": 0.9999649590020324, ""DoS"": 0.9994858113024496, ""PortScan"": 0.9519751743681338, ""Web Attack"": 0.8867924528301887}","{""BENIGN"": 0.9999167184637198, ""Bot"": 0.9563318777292577, ""Brute Force"": 0.9980833732630571, ""DDoS"": 0.9999299204597217, ""DoS"": 0.9994179391164316, ""PortScan"": 0.9084209323583181, ""Web Attack"": 0.9591836734693877}","{""BENIGN"": 0.9902317544420774, ""Bot"": 0.9909502262443439, ""Brute Force"": 0.99856184084372, ""DDoS"": 1.0, ""DoS"": 0.999553692707727, ""PortScan"": 0.9999161548619699, ""Web Attack"": 0.8245614035087719}","[[492265, 10, 4, 2, 30, 4808, 2], [2, 219, 0, 0, 0, 0, 0], [3, 0, 2083, 0, 0, 0, 0], [0, 0, 0, 28537, 0, 0, 0], [22, 0, 0, 0, 51511, 1, 0], [4, 0, 0, 0, 0, 47703, 0], [10, 0, 0, 0, 0, 0, 47]]","[""BENIGN"", ""Bot"", ""Brute Force"", ""DDoS"", ""DoS"", ""PortScan"", ""Web Attack""]",ok
